id;name;taxId;gender;dateOfBirth;status;externalCode;isEnriched;enrichedAt;enrichedBy;createdAt;createdBy;updatedAt;updatedBy;phone;email
1376;Thomas Elisa Rosa;59.550.441/2335-36;;30/11/2001;1;;True;29/07/2024 09:21;leticiamoura24;23/11/2024 13:57;felipemoraes5;10/10/2023 00:27;nicolemata93;5,555195E+12;enzo9@gmail.com
1377;Daniel Santos;170.067.087-46;M;16/03/1994;2;8E4FFA4B;True;10/01/2024 21:10;carloscampos44;19/09/2024 08:42;eduardopires40;19/09/2024 08:42;eduardopires40;5,551190E+12;fernanda@hotmail.com
1378;Emilly Freitas;43.303.672/7206-64;F;05/12/1963;2;1P5VCS7C;False;;;01/01/2025 10:17;carolinacarvalho24;13/12/2024 02:09;laracavalcanti;5,553197E+12;andre@yahoo.com.br
1379;Sra. Rafaela Silva;560.697.679-55;;02/07/1999;1;;False;;;26/10/2023 00:05;gabrieljesus90;26/10/2023 00:05;gabrieljesus90;5,555192E+12;giovanna@gmail.com
1380;Dra. Guilherme Novaes;519.359.326-68;;14/10/1990;2;;True;16/02/2024 14:42;diegocardoso10;12/03/2024 23:35;julianacruz;12/03/2024 23:35;julianacruz;5,554197E+12;joao@hotmail.com
1381;Sra. Eduardo Alexandre Moreira;128.559.106-26;;09/11/1989;2;;False;;;27/03/2025 21:20;samuelfarias23;21/04/2024 07:20;isabellanunes;5,553199E+12;valentina45@bol.com.br
1382;Srta. Beatriz Daniela Monteiro;22.740.531/7715-06;F;22/04/1946;2;;True;12/12/2023 17:23;gabrielrosa;10/07/2024 08:45;carolinaviana;22/04/2025 02:25;gabrieloliveira97;5,552191E+12;marcelo@gmail.com
1383;Aline Clara Fernandes;458.334.498-93;F;17/03/1952;2;;False;;;09/12/2024 20:41;leonardorocha;09/12/2024 20:41;leonardorocha;5,556199E+12;gabriel25@gmail.com
1384;Sra. Vitor Correia;407.824.293-64;;10/04/1952;1;QYX5C6FM;False;;;28/12/2024 16:38;leandrocostela;11/10/2023 20:31;arthurlopes83;5,557197E+12;davi@ig.com.br
1385;Sr. Felipe Ryan Silveira;53.575.135/5123-88;M;23/05/1987;2;BWC1WG2V;False;;;06/05/2025 10:38;beatrizcastro;10/04/2025 14:16;larissapinto;5,556197E+12;helena@yahoo.com.br
1386;Srta. Nina Castro;809.211.464-10;F;27/12/1975;2;P8MBNKMT;False;;;11/12/2023 18:08;pedrodias;11/12/2023 18:08;pedrodias;5,554196E+12;julia@yahoo.com.br
1387;Dr. Enzo Aline Silveira;135.473.372-71;;11/03/1972;2;RGXXUBEV;False;;;04/04/2024 14:36;carloslima19;04/04/2024 14:36;carloslima19;5,552197E+12;jessica@bol.com.br
1388;Dr. Thomas Cauê Cruz Barbosa;98.573.686/7940-83;M;20/07/2005;2;NEELNJF2;True;06/04/2025 10:18;larissapaz;05/03/2024 11:58;marcelobarbosa74;05/03/2024 11:58;marcelobarbosa74;5,554194E+12;bruno@uol.com.br
1389;Pietra Letícia Novaes;85.873.879/1789-44;F;29/03/1973;2;OCDCJ1R4;True;15/12/2024 01:44;gabrielaazevedo;11/12/2023 03:10;pedroduarte30;18/10/2024 14:17;gabrielarocha;5,551200E+12;lara16@uol.com.br
1390;Dra. Lívia Souza Cunha;231.841.579-18;F;28/02/2001;2;;False;;;11/11/2023 09:12;helenasilva60;11/11/2023 09:12;helenasilva60;5,557192E+12;igor@gmail.com
1391;Sr. Murilo Joaquim Lima Gonçalves;400.898.292-10;M;25/08/1962;2;YJWYM7UO;False;;;23/06/2024 19:20;laravieira;27/09/2024 21:17;sophiaazevedo91;5,552192E+12;nicole@yahoo.com.br
1392;Sra. Rafael Carlos Pereira;55.402.587/8901-67;M;25/11/1966;1;;False;;;23/12/2023 03:20;brunojesus32;23/12/2023 03:20;brunojesus32;5,554192E+12;jessica55@hotmail.com
1393;Sra. Davi Lorenzo Mendes;252.363.908-07;M;12/12/1963;2;;True;14/05/2024 13:10;andrepinto93;29/11/2024 08:46;gustavocosta10;25/10/2023 04:28;igorpaz13;5,551194E+12;leonardo76@ig.com.br
1394;André Ramos;78.020.476/3356-40;;04/05/1968;2;QXLP1IVY;False;;;02/02/2025 01:43;leonardomoraes;02/02/2025 01:43;leonardomoraes;5,556198E+12;maria55@yahoo.com.br
1395;Cecília Vitória Freitas Melo;375.697.403-74;;31/03/1952;2;;False;;;26/08/2024 00:28;renanlima50;26/08/2024 00:28;renanlima50;5,555194E+12;carlos23@bol.com.br
1396;Sra. Rodrigo Farias;511.145.080-70;;31/05/2000;2;;False;;;03/11/2023 01:13;felipepeixoto;17/10/2024 04:07;rafaelaraujo10;5,558196E+12;alice22@gmail.com
1397;Sra. Eduardo Costela Paz;332.309.056-96;M;14/02/1951;1;ORE81JYB;True;30/01/2025 07:26;nataliaaraujo;09/10/2024 10:45;thiagofernandes;29/08/2024 15:00;sophiaconceicao;5,553200E+12;laura@gmail.com
1398;Pietra Eduarda Azevedo;130.993.528-85;;02/02/1974;2;P29YBQSY;False;;;19/10/2024 20:21;rafaelanascimento54;01/02/2024 09:40;larissaluz;5,551194E+12;matheus60@bol.com.br
1399;Srta. Giovanna Costa;05.789.440/4846-25;;28/07/1997;2;GEWTLNXQ;True;14/05/2024 16:01;caiomoraes;08/12/2024 11:45;lauragoncalves54;08/12/2024 11:45;lauragoncalves54;5,555200E+12;helena28@bol.com.br
1400;Bruna Raquel Castro;580.313.213-30;F;03/04/1958;1;VIER25RW;True;21/11/2024 04:20;marianacavalcanti51;13/11/2024 17:09;diegomoura;21/10/2024 10:59;nicolegomes19;5,554196E+12;ricardo21@ig.com.br
1401;Calebe Jesus;180.466.417-82;O;15/09/1972;2;;True;28/02/2024 22:22;joaocavalcanti89;28/02/2024 14:03;leonardomoura10;23/10/2023 21:55;giovannarodrigues16;5,557197E+12;vitor@yahoo.com.br
1402;Rodrigo Cunha Moreira;951.434.064-60;;12/10/1970;1;;False;;;29/10/2023 10:52;beatrizcastro;29/10/2023 10:52;beatrizcastro;5,557196E+12;patricia2@yahoo.com.br
1403;Lívia Lorenzo Pereira;009.411.231-05;;03/02/1998;2;;True;17/06/2024 23:46;aliceribeiro83;05/03/2025 14:34;mariaramos9;05/03/2025 14:34;mariaramos9;5,557195E+12;alexandre72@gmail.com
1404;Dr. Amanda Carolina Nunes;27.185.616/9591-39;F;29/11/1993;2;0UPHZUU2;False;;;06/01/2024 17:09;fernandavieira;19/04/2025 04:53;yasminconceicao;5,558193E+12;bruno34@bol.com.br
1405;Eduardo Rocha;111.881.798-94;M;06/01/1999;1;C1O2X8AR;False;;;03/05/2024 03:02;luizsouza;29/01/2024 11:41;amandarocha;5,551193E+12;amanda16@uol.com.br
1406;Dra. Cauê Ribeiro Mota;28.084.886/4664-77;;16/06/1950;1;E8RAFCXU;True;04/03/2024 06:26;larajesus;28/03/2025 12:22;giovannamartins44;28/03/2025 12:22;giovannamartins44;5,557191E+12;helena@bol.com.br
1407;Elisa Nogueira Santos;05.305.385/4658-00;;04/07/1962;1;;True;01/05/2024 19:02;caiopinto;09/10/2024 03:40;larissanascimento37;25/12/2024 05:27;luizalmeida71;5,553198E+12;lara@yahoo.com.br
1408;Dr. Lucas Jesus;492.650.252-95;O;20/10/1984;1;WFWSU61F;True;04/10/2024 06:30;leonardofernandes;08/01/2024 03:49;amandamartins;19/08/2024 18:15;daniloluz;5,557200E+12;marina84@uol.com.br
1409;André Vinicius Caldeira Costela;005.316.389-24;O;07/06/1967;2;;True;07/04/2025 01:15;gustavomoreira;07/10/2023 23:23;diegovieira;22/12/2023 16:39;danielanascimento;5,553193E+12;alexandre28@uol.com.br
1410;Ian Teixeira;57.170.344/5594-90;;18/09/1963;2;;False;;;25/10/2023 14:16;marcelofreitas;25/10/2023 14:16;marcelofreitas;5,553192E+12;jessica11@gmail.com
1411;Sr. Sophia Azevedo;83.401.886/0970-86;O;13/12/1955;2;;True;22/06/2024 08:00;eduardomoura;18/02/2025 11:26;danielalopes;19/03/2025 19:11;anadias;5,555192E+12;isabella@gmail.com
1412;Dra. Marina Mendes;73.642.289/9204-34;;02/10/1950;2;;True;04/08/2024 14:11;larissafarias89;13/08/2024 03:54;marianacruz52;22/11/2023 18:17;thiagocampos44;5,556200E+12;julia57@uol.com.br
1413;Sophie Nunes;555.851.034-78;;18/11/1951;2;;True;19/09/2024 12:16;luizcastro88;15/01/2025 18:13;viniciusmendes78;15/01/2025 18:13;viniciusmendes78;5,557200E+12;felipe65@uol.com.br
1414;Dra. Caroline Dias;94.319.390/7228-34;F;24/05/1982;1;;False;;;22/12/2024 10:03;ceciliacorreia86;22/12/2024 10:03;ceciliacorreia86;5,551200E+12;alexandre@hotmail.com
1415;Srta. Renan Letícia Rodrigues;880.024.053-66;;23/04/1981;2;NP6F8576;True;21/01/2024 09:56;alinefernandes;08/10/2023 13:38;beatrizfogaca;08/09/2024 23:50;rodrigofernandes;5,556200E+12;leticia@bol.com.br
1416;Sra. Marcos Teixeira Ramos;757.711.667-77;;15/12/1962;2;;True;28/11/2024 22:25;renanrosa;07/02/2024 00:48;vitorfreitas;24/11/2023 12:40;carlosaraujo28;5,552195E+12;thiago74@bol.com.br
1417;Beatriz Melissa Mata;26.901.916/3454-83;;15/05/1990;2;;True;19/06/2024 04:15;eduardocavalcanti;25/01/2025 06:32;camilaalves20;24/05/2024 15:01;yasminnascimento64;5,557200E+12;mariana45@ig.com.br
1418;Julia Valentina Novaes;069.142.545-47;F;30/03/1981;1;;True;04/06/2024 14:46;carolinapires69;02/02/2025 15:20;diegopaz27;02/02/2025 15:20;diegopaz27;5,551190E+12;maria@gmail.com
1419;Srta. Elisa Laura Novaes;191.379.993-28;F;13/04/1972;1;;True;19/10/2024 06:29;gabrielbarbosa;04/03/2025 13:07;viniciusduarte42;19/06/2024 09:43;camilacaldeira;5,556194E+12;rodrigo1@yahoo.com.br
1420;Dra. Mariana Luz;623.386.660-52;F;22/01/1967;1;;False;;;21/11/2023 19:08;alinepeixoto28;21/11/2023 19:08;alinepeixoto28;5,554192E+12;joao95@gmail.com
1421;Dra. Nina Santos;406.502.046-67;;03/04/1991;2;9TQQ3EXS;False;;;11/05/2024 00:54;danilocostela;19/11/2024 00:14;nicolelima;5,551196E+12;marcelo41@bol.com.br
1422;Srta. Rafael Viana Almeida;627.922.792-28;;12/10/1957;1;FJDNPTRJ;True;14/07/2024 21:04;biancamota;26/03/2024 18:44;gustavonascimento33;06/04/2025 22:47;ricardoduarte;5,554192E+12;carlos51@gmail.com
1423;Eduarda Costela;690.438.609-96;F;07/03/2005;1;RWKJWWBD;False;;;03/10/2023 23:14;alinecorreia50;30/01/2024 09:03;arthuralmeida;5,554194E+12;andre77@gmail.com
1424;Mirella Luz;566.921.404-43;F;01/06/1947;1;OT1LY1JT;True;08/01/2024 07:59;manuelaferreira96;16/08/2024 06:59;andrecaldeira;16/08/2024 06:59;andrecaldeira;5,555192E+12;melissa@ig.com.br
1425;Rodrigo Fernandes;739.248.332-18;M;08/03/1997;1;;False;;;25/09/2024 11:49;rafaelfreitas;23/02/2024 05:22;luizlima;5,555194E+12;marina7@hotmail.com
1426;Dra. Ricardo Souza;150.918.716-42;;27/10/2003;2;K3P9OC2O;False;;;05/03/2024 08:46;samuelmartins;22/09/2024 21:09;gabrielmelo;5,555199E+12;alexandre@yahoo.com.br
1427;Paulo Thales Lopes;984.962.775-43;M;05/11/1991;1;WCTTND0F;False;;;30/09/2024 10:42;patriciafarias33;30/12/2024 03:02;jessicaconceicao6;5,555200E+12;samuel@yahoo.com.br
1428;Ricardo Duarte Silva;769.473.142-18;O;21/08/1962;2;;True;03/11/2023 12:04;renannovaes;21/05/2024 02:07;helenarezende;11/06/2024 01:26;danielaferreira68;5,557200E+12;danilo@bol.com.br
1429;Marcos Leandro Pinto;26.614.805/4692-84;M;28/05/1967;2;;True;02/03/2025 01:02;joaonascimento4;04/02/2024 00:11;alicerosa;12/01/2024 19:20;yasminfarias;5,554193E+12;bianca@uol.com.br
1430;Dra. Samuel Azevedo;353.284.623-44;M;03/01/1963;2;;False;;;21/03/2024 15:44;nicolepeixoto56;18/10/2023 20:37;rodrigoalmeida;5,556197E+12;leandro@yahoo.com.br
1431;Sr. Yuri Fernandes;359.750.972-92;;01/01/1989;2;;False;;;15/09/2024 04:22;danielaazevedo42;15/09/2024 04:22;danielaazevedo42;5,557200E+12;nicole76@ig.com.br
1432;Thales Oliveira;74.688.782/0600-67;;11/12/1981;1;QLXS2YMY;True;05/12/2024 15:19;jessicaazevedo;04/02/2025 19:58;luizlima49;04/02/2025 19:58;luizlima49;5,552197E+12;igor95@hotmail.com
1433;Sra. Emilly Azevedo;606.810.308-76;O;16/09/2003;1;1U794QNY;True;29/10/2023 08:24;fernandapires98;13/04/2025 09:29;carolinapeixoto;06/01/2024 21:18;samuelfreitas;5,558193E+12;laura79@ig.com.br
1434;Srta. Isadora Vieira;876.963.597-18;;15/09/1949;2;N5GX12ZT;True;01/05/2025 12:27;marianasilveira;14/08/2024 21:41;rafaeladuarte;05/12/2024 09:10;andremota26;5,554193E+12;bernardo@ig.com.br
1435;Sra. Lucas Moura;172.311.607-90;M;21/06/1966;2;;False;;;07/11/2024 12:49;eduardosantos83;25/07/2024 11:05;danilorosa12;5,554197E+12;alice91@ig.com.br
1436;Emanuelly Ferreira Caldeira;89.874.423/3035-90;;11/04/2004;2;;True;19/12/2024 22:03;nataliareis96;07/02/2025 16:39;leandrocorreia85;26/05/2024 17:28;larafarias32;5,553199E+12;diego81@ig.com.br
1437;Dra. Alexandre Pereira Rosa;53.992.322/7686-46;O;26/01/1945;1;5HCEXADE;False;;;15/01/2024 23:25;larapeixoto41;05/11/2024 15:42;andremoreira79;5,552199E+12;thiago@gmail.com
1438;Emanuel Gonçalves;358.264.191-24;M;05/03/1974;1;2XY5AQ1V;False;;;30/01/2025 15:26;juliasales;30/01/2025 15:26;juliasales;5,554193E+12;miguel@hotmail.com
1439;Sra. Beatriz Igor Peixoto;56.675.281/0075-56;;08/05/1980;1;N88W6JPH;True;02/11/2024 14:28;pedroluz;16/01/2024 18:49;leticiacruz49;28/01/2025 08:30;carolinamoura52;5,556196E+12;bianca72@bol.com.br
1440;Sr. Luiza Caldeira;09.379.712/5621-41;;19/03/2005;2;;False;;;20/12/2023 07:36;davipinto;14/03/2024 06:45;patriciaaraujo80;5,556190E+12;gustavo98@uol.com.br
1441;Sra. Vicente Laura Cavalcanti;37.305.965/2451-80;;24/12/1950;2;;True;12/12/2023 09:43;leandrooliveira;01/02/2024 14:55;marianamoraes25;01/02/2024 14:55;marianamoraes25;5,556196E+12;rodrigo94@bol.com.br
1442;Leonardo Correia;093.857.284-71;;28/11/1974;2;8N5PGAI3;True;13/07/2024 11:25;enzomelo;14/01/2025 09:08;larissapeixoto92;18/10/2024 11:58;renanfernandes42;5,556191E+12;felipe72@uol.com.br
1443;Vitória Jesus;237.664.563-79;F;20/03/1991;2;W7AIGUVO;False;;;29/01/2025 12:04;helenavieira;29/01/2025 12:04;helenavieira;5,555194E+12;marina@yahoo.com.br
1444;Srta. Lívia Nina Alves;593.975.418-15;F;13/12/1959;1;46ROJOR3;True;02/02/2025 05:05;anagoncalves;09/04/2024 17:13;rafaelalves8;20/11/2024 16:35;rafaelconceicao;5,552198E+12;larissa@yahoo.com.br
1445;Pietra Pinto;173.832.389-35;;13/06/1985;1;Z1G1BWJI;True;07/12/2023 22:05;gabrielapaz;10/11/2023 16:20;beatrizreis54;15/12/2023 23:35;renanrocha58;5,552196E+12;arthur30@gmail.com
1446;Dr. Guilherme Paz;97.487.285/5128-35;;21/04/1963;2;XPSVAQTO;False;;;22/03/2025 21:58;isabellacruz;26/03/2025 06:54;henriquelima;5,553199E+12;marcos@bol.com.br
1447;Srta. Sophie Alexandre Costela;65.485.878/9633-63;;23/02/1949;2;;False;;;29/11/2023 05:49;marcelopires89;14/01/2024 06:27;carlosoliveira;5,556200E+12;leandro@gmail.com
1448;Sra. Emilly Gonçalves;311.794.866-76;;28/12/1979;1;1S955K43;False;;;14/08/2024 21:41;alinerezende85;14/08/2024 21:41;alinerezende85;5,557199E+12;rafael34@yahoo.com.br
1449;Matheus Reis Nunes;717.560.108-45;M;28/02/1956;2;;False;;;29/04/2025 18:42;giovannanunes;23/09/2024 06:28;miguelazevedo89;5,552195E+12;bruno56@yahoo.com.br
1450;Sr. Diego Nascimento;204.766.199-48;;23/02/1991;1;;True;10/01/2025 05:29;leonardoalmeida34;06/01/2025 07:14;sophiaaragao;23/11/2024 18:41;biancaluz34;5,556191E+12;caio50@bol.com.br
1451;Sr. Vicente Sales;568.341.841-91;;12/09/1988;2;KJXS8YNB;True;20/04/2025 21:08;rafaelpires87;09/01/2024 05:29;melissagomes82;01/12/2024 12:22;manuelaalmeida;5,557196E+12;julia@bol.com.br
1452;Otávio Teixeira;228.383.356-87;;08/09/1972;1;305FNH18;True;06/05/2025 16:36;fernandapereira33;12/11/2024 06:15;andrecastro;12/11/2024 06:15;andrecastro;5,556198E+12;miguel68@bol.com.br
1453;Lorena Almeida;998.923.875-90;O;08/07/1949;2;;False;;;10/03/2024 08:35;daviaraujo;06/03/2025 15:11;arthuralmeida;5,558195E+12;vinicius@yahoo.com.br
1454;Srta. Clarice Vitória Novaes;924.045.005-23;F;26/12/2003;2;IFH7MZTL;True;14/10/2023 13:54;renancruz;28/10/2023 21:29;anacaldeira;28/10/2023 21:29;anacaldeira;5,558197E+12;rafaela22@uol.com.br
1455;Francisco Sales;065.859.533-59;;01/12/1948;2;LQAPB8CR;True;10/12/2024 13:56;yasminribeiro97;01/01/2024 06:44;larissasales21;09/07/2024 04:15;arthurmoura68;5,551198E+12;fernanda95@gmail.com
1456;Dr. Thiago Gomes;375.700.077-23;;22/07/1991;2;;False;;;23/08/2024 01:40;mariapeixoto;05/03/2025 20:48;patriciacardoso;5,556196E+12;arthur@uol.com.br
1457;Sra. Fernando Fernandes;354.095.384-88;;30/06/1997;1;;False;;;22/02/2025 19:56;giovannacavalcanti;22/02/2024 07:43;thiagonovaes31;5,555193E+12;paulo52@ig.com.br
1458;Dra. Bernardo Barbosa Melo;506.498.788-59;M;08/09/1946;2;;False;;;04/11/2024 08:31;leandroteixeira;04/11/2024 08:31;leandroteixeira;5,555195E+12;leticia@hotmail.com
1459;Helena Rosa;84.968.125/2245-41;F;20/12/1985;1;;True;18/03/2024 03:15;juliaaragao59;05/06/2024 02:58;danilonunes23;05/06/2024 02:58;danilonunes23;5,557191E+12;nicole89@uol.com.br
1460;Ryan Freitas;833.134.101-39;;21/08/2004;1;3QQC36W0;True;31/01/2024 22:27;igormendes58;12/05/2024 03:15;viniciusluz74;18/05/2024 18:38;carlosaragao;5,558200E+12;gabriela@bol.com.br
1461;Bernardo Diego Sales Nogueira;236.845.487-47;;19/08/1970;1;;False;;;20/12/2023 18:46;marcelofarias;20/12/2023 18:46;marcelofarias;5,555196E+12;vinicius39@gmail.com
1462;Dr. Yuri Pinto Barros;822.725.496-13;O;15/02/1946;2;EAACR8H5;False;;;01/02/2025 18:16;melissagomes59;01/02/2025 18:16;melissagomes59;5,552200E+12;felipe@gmail.com
1463;Carlos Alice Mendes;216.880.548-20;;25/06/1974;1;8K6YG9PK;False;;;24/01/2025 16:53;diegoviana;29/08/2024 11:33;beatrizdias46;5,557191E+12;helena89@bol.com.br
1464;Sr. Enzo Teixeira;647.030.001-14;M;30/09/1991;2;;True;17/04/2024 19:26;yasminalves;23/03/2024 13:36;alicepereira22;28/10/2023 08:23;laracastro;5,556198E+12;bruno34@ig.com.br
1465;Srta. Helena Cruz Lima;52.156.376/7040-42;F;28/01/1982;1;67J3CAGM;True;16/04/2024 09:01;lucascastro33;23/10/2024 07:20;caionascimento61;23/10/2024 07:20;caionascimento61;5,555199E+12;leandro@yahoo.com.br
1466;Benjamin Pinto;804.655.936-65;;06/12/1946;1;;False;;;16/05/2024 13:18;camilapires69;30/04/2024 20:54;jessicamota51;5,555198E+12;andre@bol.com.br
1467;Valentina Nina Silva;98.451.881/1114-25;F;30/07/1986;2;;True;19/12/2023 21:11;igorrosa;27/04/2025 14:41;gabrielporto;24/05/2024 06:14;felipeazevedo62;5,553193E+12;camila31@ig.com.br
1468;Isadora Calebe Gonçalves Almeida;37.608.103/2840-00;O;14/06/1987;2;;True;25/12/2024 23:12;rebecamota32;23/12/2024 00:08;patriciabarbosa28;23/12/2024 00:08;patriciabarbosa28;5,558194E+12;rafaela@yahoo.com.br
1469;Dr. Lucca Silveira;39.126.078/6698-88;;23/07/1975;2;;True;27/07/2024 21:22;thiagocampos2;16/12/2024 15:28;manuelapereira18;16/12/2024 15:28;manuelapereira18;5,553193E+12;lucas@hotmail.com
1470;Calebe Silva;82.427.229/9318-02;M;22/11/1982;2;;False;;;11/11/2024 17:01;yasmincastro71;18/04/2024 01:28;danielafreitas41;5,552190E+12;marcos@uol.com.br
1471;Dra. Pedro Emanuel Pereira Novaes;69.229.306/9649-30;M;03/11/1997;1;;False;;;16/02/2025 22:21;biancafernandes;16/02/2025 22:21;biancafernandes;5,558199E+12;bruna80@bol.com.br
1472;Olivia Vieira Cardoso;03.591.746/7998-21;O;25/02/1988;2;B3PJDF8X;True;19/08/2024 18:49;enzonovaes71;30/03/2025 16:48;fernandamoraes;29/03/2024 01:40;luizduarte93;5,554199E+12;leandro59@gmail.com
1473;Dra. Lívia Viana;484.391.811-04;F;09/08/1971;1;;True;29/01/2025 13:09;rebecamelo21;24/11/2024 15:03;valentinamelo;05/10/2024 19:23;vitorbarros;5,558194E+12;maria@bol.com.br
1474;Guilherme Silva;740.022.207-58;;31/07/1973;2;S2W2AB21;True;06/07/2024 02:32;nicolesales49;04/03/2024 17:08;beatrizazevedo14;26/12/2023 12:25;diegogoncalves11;5,553194E+12;gabriela@hotmail.com
1475;Dra. Aurora Aragão;595.894.211-69;;21/10/1956;2;UF4M3769;False;;;30/04/2025 07:20;gabrielafreitas29;30/04/2025 07:20;gabrielafreitas29;5,553193E+12;maria51@yahoo.com.br
1476;Dr. Maria Mota;090.982.201-41;;23/02/2006;1;;False;;;24/07/2024 03:06;manuelapinto;24/07/2024 03:06;manuelapinto;5,551195E+12;matheus@gmail.com
1477;Enzo Farias;084.917.100-42;;13/06/1999;1;MBRLE3MG;False;;;03/12/2023 03:17;vitorsouza22;07/05/2024 10:03;lucasduarte80;5,558200E+12;isabella21@yahoo.com.br
1478;João Castro;244.864.544-37;O;05/04/1969;1;;False;;;01/02/2024 07:35;enzopereira85;03/11/2024 19:05;pedromartins;5,552194E+12;fernanda93@yahoo.com.br
1479;João Raul Moreira;316.800.726-72;M;01/08/1999;2;C8Z7CBUM;False;;;03/06/2024 00:05;renancostela86;03/06/2024 00:05;renancostela86;5,554195E+12;joao@bol.com.br
1480;Dr. Isabella Moraes;642.605.877-62;O;29/05/1979;1;4P8YDQ8S;True;15/10/2023 00:52;ricardosilveira97;22/06/2024 08:42;miguelcastro27;22/06/2024 08:42;miguelcastro27;5,555200E+12;matheus94@ig.com.br
1481;Dr. Lara Sales;515.519.579-57;F;24/04/1970;1;W102V1FW;True;27/07/2024 02:46;patricialopes55;05/01/2025 08:09;paulonunes92;05/01/2025 08:09;paulonunes92;5,554194E+12;felipe17@bol.com.br
1482;Dra. Alana Novaes Freitas;90.859.422/1377-98;F;28/10/1955;2;UL8SAPHT;True;10/10/2023 15:12;beatrizferreira;04/06/2024 02:33;samuelcruz22;04/06/2024 02:33;samuelcruz22;5,551198E+12;nicole21@uol.com.br
1483;Dr. Danilo Costela;86.713.263/7110-39;M;11/04/2004;1;;False;;;06/01/2025 01:22;samueloliveira14;06/01/2025 01:22;samueloliveira14;5,554197E+12;miguel@ig.com.br
1484;Sr. Alexandre Costa;02.560.768/6660-59;;26/02/1955;2;;True;13/01/2024 04:58;rodrigoreis40;16/07/2024 09:31;alicelopes;12/08/2024 03:56;marinaazevedo83;5,553194E+12;daniela@yahoo.com.br
1485;Isaac Gomes Moraes;908.527.000-86;;06/01/1980;1;QRIA262X;True;01/12/2024 08:20;viniciusmata7;18/12/2023 23:47;larissamoura18;29/05/2024 09:58;ricardonunes75;5,556190E+12;bernardo21@uol.com.br
1486;Alexandre Nicolas Rocha;535.927.474-38;;14/10/1988;1;UAYY7WNF;False;;;26/11/2024 04:39;gustavogoncalves;25/11/2023 08:15;melissaconceicao;5,551198E+12;davi42@yahoo.com.br
1487;Dr. Mariane Olivia Rezende Peixoto;760.710.343-90;O;12/04/1974;1;;True;16/03/2024 02:26;sophiajesus58;24/05/2024 04:43;rebecanovaes;24/05/2024 04:43;rebecanovaes;5,558195E+12;lucas@hotmail.com
1488;Sra. Rebeca Santos;929.245.046-36;F;01/12/2007;1;;False;;;25/12/2024 14:07;marceloporto73;25/12/2024 14:07;marceloporto73;5,551192E+12;isabella@gmail.com
1489;Erick Calebe Dias;753.473.073-06;M;02/09/2005;2;;True;01/04/2025 03:19;leandroteixeira60;12/12/2024 17:33;luizpaz;12/12/2024 17:33;luizpaz;5,558191E+12;marcelo13@ig.com.br
1490;Nina Vieira Porto;24.618.186/4495-51;;18/05/1951;2;PMCPYUFF;False;;;10/10/2023 01:08;renanmoura4;15/01/2024 09:22;vitorfreitas48;5,553196E+12;lara21@hotmail.com
1491;Dra. Eduarda Souza;221.643.519-42;;04/06/1983;1;61EBJ0JE;True;29/11/2023 21:06;viniciusmoraes;25/04/2024 22:28;rafaelduarte75;27/10/2024 06:42;arthurluz;5,555199E+12;lucas41@yahoo.com.br
1492;Dra. Renan Isaac Gonçalves Barros;50.644.890/3265-70;M;31/08/1948;1;47M100WP;False;;;28/10/2023 19:41;larissacarvalho;22/11/2024 10:27;samuelrosa;5,551193E+12;caio@ig.com.br
1493;Dra. Nicole Moura;023.426.110-29;F;24/11/1986;1;;False;;;26/06/2024 08:04;davialmeida28;26/06/2024 08:04;davialmeida28;5,554198E+12;thiago@yahoo.com.br
1494;Sr. Vinícius Rezende;27.806.212/9087-71;O;24/04/1996;1;;True;07/09/2024 10:59;lucasporto61;04/10/2024 02:24;yasminaragao33;12/11/2024 10:14;henriquecavalcanti45;5,558199E+12;bernardo@bol.com.br
1495;Dr. Vinicius Otávio Ramos;259.543.036-66;O;14/09/1950;1;H6YTP3CQ;False;;;02/04/2024 05:23;helenajesus;16/10/2024 20:27;vitorramos97;5,556190E+12;carlos36@uol.com.br
1496;Sr. Francisco Caldeira;60.939.184/6917-73;M;14/01/1962;2;BCGJXQUX;False;;;25/06/2024 21:30;brunamonteiro77;28/05/2024 04:50;viniciusconceicao46;5,556197E+12;carolina38@hotmail.com
1497;Dr. Daniel Yago Nunes;875.890.982-01;O;18/12/1997;2;;True;29/04/2025 07:17;joaobarros25;08/03/2024 01:02;rafaelapaz;21/04/2025 14:15;helenamendes75;5,553197E+12;camila@gmail.com
1498;Otávio Castro Gonçalves;407.546.972-44;;05/10/1953;2;;False;;;11/03/2025 18:21;joaoribeiro;29/10/2023 06:01;diegocosta73;5,554195E+12;alice53@ig.com.br
1499;Dr. Vitória Jesus;61.978.899/5221-67;O;23/12/1975;1;CKWFJ8W0;False;;;06/12/2023 08:39;ricardomonteiro91;09/10/2024 22:50;carolinamendes40;5,557194E+12;enzo@gmail.com
1500;Sra. Enzo Araújo;121.858.502-12;M;10/06/1965;1;;True;27/01/2024 18:16;eduardopeixoto;02/11/2024 06:19;gabrieljesus5;29/03/2024 22:29;nicolecarvalho48;5,557193E+12;rafaela90@bol.com.br
1501;Dr. Heitor Raquel Farias Reis;956.432.222-13;;13/11/1980;1;;True;21/02/2025 09:58;giovannafernandes;23/11/2024 10:02;matheussilva;13/02/2025 09:09;enzoduarte;5,556195E+12;valentina75@hotmail.com
